
2025/03/21 (11:38:20) | DEBUG: Loading theme file: /usr/local/share/btop/themes/HotPurpleTrafficLight.theme
2025/03/21 (11:38:20) | DEBUG: Loading theme file: /usr/local/share/btop/themes/dusklight.theme
2025/03/21 (11:38:20) | DEBUG: Loading theme file: /usr/local/share/btop/themes/tokyo-night.theme
2025/03/21 (11:38:20) | DEBUG: Loading theme file: /usr/local/share/btop/themes/onedark.theme
2025/03/21 (11:38:21) | DEBUG: Loading theme file: /usr/local/share/btop/themes/ayu.theme
2025/03/21 (11:38:21) | DEBUG: Loading theme file: /usr/local/share/btop/themes/gruvbox_material_dark.theme
2025/03/21 (11:38:21) | DEBUG: Loading theme file: /usr/local/share/btop/themes/tomorrow-night.theme
2025/03/21 (11:38:21) | DEBUG: Loading theme file: /usr/local/share/btop/themes/paper.theme
2025/03/21 (11:38:21) | DEBUG: Loading theme file: /usr/local/share/btop/themes/adwaita.theme
2025/03/21 (11:38:21) | DEBUG: Loading theme file: /usr/local/share/btop/themes/phoenix-night.theme
2025/03/21 (11:38:22) | DEBUG: Loading theme file: /usr/local/share/btop/themes/dracula.theme
2025/03/21 (11:38:22) | DEBUG: Loading theme file: /usr/local/share/btop/themes/solarized_dark.theme
2025/03/21 (11:38:22) | DEBUG: Loading theme file: /usr/local/share/btop/themes/flat-remix-light.theme
2025/03/21 (11:38:22) | DEBUG: Loading theme file: /usr/local/share/btop/themes/whiteout.theme
2025/03/21 (11:38:22) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme
2025/03/21 (11:38:23) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme
2025/03/21 (11:38:44) | DEBUG: Writing new config file
2025/03/21 (11:38:44) | INFO: Quitting! Runtime: 00:01:23

2025/03/23 (19:19:10) | ===> btop++ v.1.4.0
2025/03/23 (19:19:10) | INFO: Logger set to DEBUG
2025/03/23 (19:19:10) | DEBUG: Using locale en_US.UTF-8
2025/03/23 (19:19:10) | INFO: Running on /dev/pts/8
2025/03/23 (19:19:12) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/03/23 (19:19:12) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2025/03/23 (19:19:12) | DEBUG: Failed to find Intel GPU sysfs path, Intel GPUs will not be detected
2025/03/23 (19:19:12) | DEBUG: Shared::init() : Initialized.
2025/03/23 (19:19:12) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme

2025/03/25 (11:06:53) | ===> btop++ v.1.4.0
2025/03/25 (11:06:53) | INFO: Logger set to DEBUG
2025/03/25 (11:06:53) | DEBUG: Using locale en_US.UTF-8
2025/03/25 (11:06:53) | INFO: Running on /dev/pts/0
2025/03/25 (11:06:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/03/25 (11:06:55) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2025/03/25 (11:06:55) | DEBUG: Failed to find Intel GPU sysfs path, Intel GPUs will not be detected
2025/03/25 (11:06:55) | DEBUG: Shared::init() : Initialized.
2025/03/25 (11:06:55) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme

2025/03/26 (17:02:39) | ===> btop++ v.1.4.0
2025/03/26 (17:02:39) | INFO: Logger set to DEBUG
2025/03/26 (17:02:39) | DEBUG: Using locale en_US.UTF-8
2025/03/26 (17:02:39) | INFO: Running on /dev/pts/0
2025/03/26 (17:02:41) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/03/26 (17:02:41) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2025/03/26 (17:02:41) | DEBUG: Failed to find Intel GPU sysfs path, Intel GPUs will not be detected
2025/03/26 (17:02:41) | DEBUG: Shared::init() : Initialized.
2025/03/26 (17:02:41) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme
2025/03/26 (17:03:04) | INFO: Quitting! Runtime: 00:00:25

2025/04/03 (08:49:52) | ===> btop++ v.1.4.0
2025/04/03 (08:49:52) | INFO: Logger set to DEBUG
2025/04/03 (08:49:52) | DEBUG: Using locale en_US.UTF-8
2025/04/03 (08:49:52) | INFO: Running on /dev/pts/0
2025/04/03 (08:49:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/04/03 (08:49:54) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.6: cannot open shared object file: No such file or directory
2025/04/03 (08:49:54) | DEBUG: Failed to find Intel GPU sysfs path, Intel GPUs will not be detected
2025/04/03 (08:49:54) | DEBUG: Shared::init() : Initialized.
2025/04/03 (08:49:54) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme
2025/04/03 (08:54:18) | INFO: Quitting! Runtime: 00:04:26

2025/07/13 (19:19:13) | ===> btop++ v.1.3.0
2025/07/13 (19:19:13) | INFO: Logger set to DEBUG
2025/07/13 (19:19:13) | DEBUG: Setting LC_ALL=en_US.UTF-8
2025/07/13 (19:19:13) | INFO: Running on /dev/pts/3
2025/07/13 (19:19:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/07/13 (19:19:13) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2025/07/13 (19:19:13) | DEBUG: Shared::init() : Initialized.
2025/07/13 (19:19:13) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme

2025/07/15 (09:17:16) | ===> btop++ v.1.3.0
2025/07/15 (09:17:16) | INFO: Logger set to DEBUG
2025/07/15 (09:17:16) | DEBUG: Setting LC_ALL=en_US.UTF-8
2025/07/15 (09:17:16) | INFO: Running on /dev/pts/0
2025/07/15 (09:17:16) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/07/15 (09:17:16) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2025/07/15 (09:17:16) | DEBUG: Shared::init() : Initialized.
2025/07/15 (09:17:16) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme
2025/07/15 (09:18:58) | DEBUG: Writing new config file
2025/07/15 (09:18:58) | INFO: Quitting! Runtime: 00:01:42

2025/07/16 (18:12:24) | ===> btop++ v.1.3.0
2025/07/16 (18:12:24) | INFO: Logger set to DEBUG
2025/07/16 (18:12:24) | DEBUG: Setting LC_ALL=en_US.UTF-8
2025/07/16 (18:12:24) | INFO: Running on /dev/pts/0
2025/07/16 (18:12:24) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/07/16 (18:12:24) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2025/07/16 (18:12:24) | DEBUG: Shared::init() : Initialized.
2025/07/16 (18:12:24) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme

2025/07/17 (15:41:18) | ===> btop++ v.1.3.0
2025/07/17 (15:41:18) | INFO: Logger set to DEBUG
2025/07/17 (15:41:18) | DEBUG: Setting LC_ALL=en_US.UTF-8
2025/07/17 (15:41:18) | INFO: Running on /dev/pts/3
2025/07/17 (15:41:18) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/07/17 (15:41:18) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2025/07/17 (15:41:18) | DEBUG: Shared::init() : Initialized.
2025/07/17 (15:41:18) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme

2025/07/23 (09:46:20) | ===> btop++ v.1.3.0
2025/07/23 (09:46:20) | INFO: Logger set to DEBUG
2025/07/23 (09:46:20) | DEBUG: Setting LC_ALL=en_US.UTF-8
2025/07/23 (09:46:20) | INFO: Running on /dev/pts/4
2025/07/23 (09:46:20) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/07/23 (09:46:20) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2025/07/23 (09:46:20) | DEBUG: Shared::init() : Initialized.
2025/07/23 (09:46:20) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme

2025/08/08 (10:46:14) | ===> btop++ v.1.3.0
2025/08/08 (10:46:14) | INFO: Logger set to DEBUG
2025/08/08 (10:46:14) | DEBUG: Setting LC_ALL=en_US.UTF-8
2025/08/08 (10:46:14) | INFO: Running on /dev/pts/7
2025/08/08 (10:46:14) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/08/08 (10:46:14) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2025/08/08 (10:46:14) | DEBUG: Shared::init() : Initialized.
2025/08/08 (10:46:14) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme
2025/08/08 (10:47:30) | INFO: Quitting! Runtime: 00:01:16

2025/08/08 (11:11:33) | ===> btop++ v.1.3.0
2025/08/08 (11:11:33) | INFO: Logger set to DEBUG
2025/08/08 (11:11:33) | DEBUG: Setting LC_ALL=en_US.UTF-8
2025/08/08 (11:11:33) | INFO: Running on /dev/pts/8
2025/08/08 (11:11:33) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/08/08 (11:11:33) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2025/08/08 (11:11:33) | DEBUG: Shared::init() : Initialized.
2025/08/08 (11:11:33) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme

2025/09/02 (15:41:19) | ===> btop++ v.1.3.0
2025/09/02 (15:41:19) | INFO: Logger set to DEBUG
2025/09/02 (15:41:19) | DEBUG: Setting LC_ALL=en_US.UTF-8
2025/09/02 (15:41:19) | INFO: Running on /dev/pts/2
2025/09/02 (15:41:19) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/09/02 (15:41:19) | INFO: Failed to load librocm_smi64.so, AMD GPUs will not be detected: librocm_smi64.so.1.0: cannot open shared object file: No such file or directory
2025/09/02 (15:41:19) | DEBUG: Shared::init() : Initialized.
2025/09/02 (15:41:19) | DEBUG: Loading theme file: /home/marchlak/.config/btop/themes/catppuccin_mocha.theme
